[Data]
31310
toby fox
Uwa!! So Holiday
Amy
70 BPM
0:27
6
-
[HitObjects]
448,1525,1
64,1953,1
320,2167,1
192,2382,1
64,2810,1
448,3025,1
320,3239,1
192,3667,1
448,3882,1
64,4096,1
320,4953,1
64,5382,1
192,5596,1
448,5810,1
320,6667,1
192,7096,1
320,7310,1
448,7524,1
64,8382,1
320,8810,1
448,9024,1
192,9239,1
64,9667,1
320,9882,1
192,10096,1
64,10524,1
448,10739,1
192,10953,1
320,11810,1
64,12239,1
192,12453,1
448,12667,1
320,13524,1
64,13953,1
192,14167,1
448,14382,1
320,15239,1
64,15667,1
448,15882,1
320,16096,1
64,16524,1
448,16739,1
192,16953,1
64,17382,1
320,17596,1
192,17810,1
448,18667,1
64,19096,1
320,19310,1
448,19524,1
320,20382,1
192,20810,1
448,21024,1
64,21239,1
448,22096,1
320,22524,1
192,22739,1
320,22953,1
64,23382,1
448,23596,1
320,23810,1
448,24239,1
192,24453,1
64,24667,1
320,25524,1
64,25953,1
448,26167,1
320,26382,1
192,27239,1
64,27667,1
320,27882,1
448,28096,1
