[Data]
156269
Fomiki & Cloudie
Luminescence
Rushifications
184 BPM
2:33
15
-
[HitObjects]
64,2356,1
192,2519,1
320,2682,1
64,2845,1
192,3008,1
320,3171,1
64,3334,1
192,3497,1
448,3660,1
320,3823,1
192,3986,1
448,4149,1
320,4312,1
192,4475,1
448,4638,1
320,4801,1
64,4964,1
192,5127,1
448,5290,1
64,5453,1
192,5616,1
448,5779,1
64,5942,1
192,6105,1
448,6269,1
320,6432,1
64,6595,1
448,6758,1
320,6921,1
64,7084,1
192,7247,1
64,7410,1
448,7573,1
320,7736,1
192,7899,1
448,8062,1
320,8225,1
192,8388,1
448,8551,1
320,8714,1
64,8877,1
192,9040,1
320,9203,1
64,9366,1
192,9529,1
320,9692,1
64,9855,1
192,10019,1
448,10182,1
320,10345,1
64,10508,1
448,10671,1
320,10834,1
64,10997,1
448,11160,1
320,11323,1
64,11486,1
192,11649,1
448,11812,1
64,11975,1
192,12138,1
448,12301,1
320,12464,1
448,12627,1
64,12790,1
192,12953,1
320,13116,1
448,13279,1
64,13442,1
320,13605,1
192,13769,1
448,13932,1
64,14095,1
192,14258,1
320,14421,1
448,14584,1
64,14747,1
320,14910,1
192,15073,1
64,15236,1
448,15399,1
320,15562,1
192,15725,1
64,15888,1
448,16051,1
192,16214,1
320,16377,1
64,16540,1
448,16703,1
320,16866,1
192,17029,1
64,17192,1
448,17355,1
192,17519,1
320,17682,1
448,17845,1
64,18008,1
320,18171,1
64,18334,1
192,18497,1
448,18660,1
64,18823,1
320,18986,1
64,19149,1
448,19312,1
192,19475,1
448,19638,1
320,19801,1
64,19964,1
448,20127,1
192,20290,1
448,20453,1
64,20616,1
192,20779,1
448,20942,1
320,21105,1
192,21269,1
64,21432,1
320,21595,1
448,21758,1
64,21921,1
192,22002,1
320,22084,1
448,22165,1
64,22247,1
192,22328,1
320,22410,1
448,22491,1
64,22573,1
64,22736,1
448,22899,1
448,23062,1
64,23225,1
320,23388,1
192,23551,1
320,23714,1
448,23796,1
64,23877,1
192,24040,1
320,24203,1
448,24366,1
192,24529,1
320,24692,1
192,24855,1
64,24937,1
448,25019,1
320,25100,1
192,25182,1
448,25345,1
64,25508,1
320,25671,1
192,25834,1
448,25997,1
192,26160,1
320,26323,1
192,26404,1
64,26486,1
448,26649,1
64,26812,1
192,26894,1
320,26975,1
64,27138,1
320,27301,1
64,27464,1
448,27546,1
320,27627,1
192,27709,1
64,27790,1
448,27953,1
192,28116,1
320,28198,1
448,28279,1
64,28442,1
192,28605,1
448,28769,1
320,28850,1
192,28932,1
64,29013,1
448,29095,1
320,29258,1
192,29421,1
448,29584,1
320,29747,1
192,29828,1
64,29910,1
320,30073,1
448,30154,1
64,30236,1
192,30317,1
320,30399,1
448,30562,1
64,30725,1
192,30807,1
448,30888,1
320,30970,1
192,31051,1
64,31214,1
448,31377,1
192,31540,1
320,31622,1
448,31703,1
64,31866,1
320,32029,1
192,32111,1
64,32192,1
448,32355,1
192,32519,1
320,32682,1
64,32845,1
192,32926,1
320,33008,1
64,33171,1
192,33252,1
448,33334,1
320,33497,1
192,33660,1
64,33823,1
320,33986,1
192,34149,1
320,34230,1
448,34312,1
64,34475,1
448,34638,1
192,34801,1
320,34964,1
64,35127,1
448,35290,1
320,35372,1
64,35453,1
192,35535,1
320,35616,1
448,35779,1
64,35942,1
192,36105,1
320,36269,1
64,36432,1
448,36595,1
192,36758,1
320,36839,1
448,36921,1
64,37084,1
320,37247,1
192,37328,1
64,37410,1
448,37573,1
320,37736,1
192,37899,1
448,38062,1
192,38144,1
64,38225,1
448,38388,1
320,38470,1
64,38551,1
192,38714,1
320,38877,1
64,39040,1
192,39122,1
320,39203,1
64,39366,1
192,39448,1
448,39529,1
64,39692,1
448,39855,1
192,40019,1
64,40182,1
448,40345,1
192,40508,1
448,40671,1
64,40834,1
192,40915,1
448,40997,1
320,41078,1
192,41160,1
64,41323,1
320,41486,1
320,41649,1
192,41812,1
192,41975,1
448,42138,1
448,42301,1
64,42464,1
64,42627,1
448,42790,1
320,42872,1
192,42953,1
64,43035,1
448,43116,1
320,43198,1
64,43279,1
192,43361,1
320,43442,1
448,43524,1
192,43605,1
64,43687,1
448,43769,1
320,43850,1
192,43932,1
64,44013,1
448,44095,1
192,44258,1
192,44421,1
320,44584,1
64,44747,1
64,44910,1
448,45073,1
64,46051,1
192,46214,1
448,46377,1
320,46459,1
192,46540,1
64,46703,1
320,46866,1
320,47029,1
192,47192,1
448,47355,1
448,47519,1
64,47682,1
448,48497,1
320,48578,1
192,48660,1
64,48741,1
320,48823,1
448,48904,1
192,48986,1
320,49067,1
64,49149,1
192,49230,1
320,49312,1
64,49475,1
64,49638,1
448,49801,1
192,49964,1
192,50127,1
320,50290,1
192,50942,1
448,51269,1
64,51432,1
192,51513,1
320,51595,1
64,51758,1
192,51921,1
448,52084,1
448,52247,1
64,52410,1
320,52573,1
320,52736,1
192,52899,1
64,53877,5
192,53959,1
448,54040,1
320,54122,1
192,54203,1
64,54366,1
448,54529,5
320,54611,1
192,54692,1
64,54774,1
448,54855,1
320,54937,1
192,55019,1
448,55100,1
320,55182,1
64,55263,1
192,55345,1
320,55426,1
448,55508,1
64,55589,1
192,55671,1
320,55752,1
64,55834,1
448,55997,1
192,56160,1
448,56323,1
64,56486,1
448,56649,1
192,56812,1
448,56975,1
64,57138,1
192,57220,1
320,57301,1
448,57383,1
64,57464,1
192,57546,1
320,57627,1
64,57709,1
192,57790,1
448,57872,1
320,57953,1
192,58035,1
64,58116,1
448,58198,1
320,58279,1
192,58361,1
448,58442,1
64,58605,1
320,58769,1
64,58932,1
448,59095,1
64,59258,1
320,59421,1
64,59584,1
448,59747,1
448,59910,1
192,60073,1
192,60236,1
320,60399,1
320,60562,1
64,60725,1
64,60888,1
192,60970,1
320,61051,1
320,61214,1
64,61377,1
64,61540,1
448,61703,1
448,61866,1
192,62029,1
192,62192,1
320,62274,1
448,62355,1
64,62437,1
192,62519,1
320,62600,1
448,62682,1
64,62763,1
192,62845,1
448,62926,1
320,63008,1
192,63089,1
64,63171,1
320,63252,1
448,63334,1
192,63415,1
64,63497,1
448,63578,1
320,63660,1
192,63986,1
192,64149,1
448,64312,1
320,64394,1
64,64475,1
192,64557,1
448,64638,1
320,64801,1
64,64964,1
192,65046,1
320,65127,1
448,65209,1
64,65290,1
320,65453,1
192,65535,1
448,65616,1
320,65698,1
192,65779,1
64,65861,1
448,65942,1
320,66105,1
64,66269,1
448,66432,1
320,66513,1
192,66595,1
448,66758,1
320,66921,1
64,67084,1
192,67165,1
320,67247,1
64,67410,1
448,67573,1
320,67654,1
192,67736,1
64,67817,1
448,67899,1
64,68062,1
192,68144,1
320,68225,1
448,68388,1
64,68551,1
192,68633,1
448,68714,1
320,68796,1
192,68877,1
448,69040,1
320,69122,1
192,69203,1
448,69366,1
192,69448,1
64,69529,1
320,69692,1
192,69774,1
64,69855,1
448,70019,1
64,70182,1
192,70263,1
320,70345,1
448,70426,1
64,70508,1
320,70671,1
192,70752,1
64,70834,1
320,70915,1
192,70997,1
448,71078,1
320,71160,1
192,71323,1
448,71486,1
320,71649,1
192,71730,1
64,71812,1
320,71975,1
448,72138,1
64,72301,1
192,72383,1
320,72464,1
448,72627,1
64,72790,1
320,72953,1
192,73035,1
64,73116,1
448,73279,1
192,73442,1
320,73524,1
448,73605,1
64,73769,1
320,73932,1
192,74013,1
64,74095,1
320,74584,1
448,74747,1
64,74910,1
192,74991,1
320,75073,1
448,75154,1
192,75236,1
64,75317,1
448,75399,1
320,75480,1
192,75562,1
64,75644,1
448,75725,1
192,75888,1
320,75970,1
64,76051,1
192,76133,1
320,76214,1
448,76296,1
64,76377,1
192,76540,1
448,76703,1
64,76866,1
192,76948,1
320,77029,1
64,77192,1
192,77355,1
448,77519,1
320,77600,1
192,77682,1
448,77845,1
64,78008,1
192,78089,1
320,78171,1
448,78252,1
64,78334,1
448,78497,1
320,78578,1
192,78660,1
64,78823,1
448,78986,1
320,79067,1
64,79149,1
192,79230,1
320,79312,1
64,79475,1
192,79557,1
320,79638,1
64,79801,1
448,79964,1
192,80127,1
320,80209,1
448,80290,1
64,80453,1
448,80616,1
320,80698,1
192,80779,1
448,80861,1
320,80942,1
192,81105,1
320,81187,1
64,81269,1
192,81350,1
320,81432,1
64,81513,1
192,81595,1
448,81758,1
64,81839,1
192,81921,1
320,82002,1
448,82084,1
64,82165,1
192,82247,1
64,82410,1
448,82491,1
320,82573,1
64,82736,1
448,82817,1
192,83062,1
448,83225,1
192,83388,1
320,83470,1
448,83551,1
64,83714,1
320,83877,1
192,83959,1
64,84040,1
448,84203,1
192,84366,1
320,84448,1
448,84529,1
192,85019,1
448,85182,1
320,85290,1
64,85399,1
448,85508,1
192,85616,1
64,85725,1
448,85834,1
64,87138,1
448,87301,1
192,87464,1
320,87627,1
448,87953,1
64,88279,1
448,88605,1
192,88769,1
320,88932,1
64,89421,1
192,89584,1
448,89747,1
64,89910,1
192,90073,1
320,90236,1
192,90725,1
448,90888,1
320,91051,1
192,91214,1
64,91377,1
320,91540,1
64,91866,1
448,92029,1
320,92111,1
64,92192,1
192,92274,1
320,92355,1
64,92519,1
192,92682,1
448,92845,1
64,93171,1
320,93497,1
192,93823,1
448,93986,1
64,94149,1
320,94312,1
192,94475,1
448,94801,1
64,94964,1
192,95127,1
320,95290,1
64,95453,1
448,95779,1
320,95942,1
192,96105,1
64,96269,1
320,96595,1
448,96758,1
64,96921,1
192,97002,1
448,97084,1
320,97165,1
192,97247,1
64,97410,1
448,97573,1
192,97654,1
448,97736,1
192,97817,1
448,97899,1
64,98062,1
448,98225,1
448,98388,1
64,98551,1
64,98714,1
320,98877,1
64,98959,1
320,99040,1
64,99122,1
320,99203,1
192,99366,1
320,99529,1
320,99692,1
64,99855,1
64,100019,1
320,100182,1
192,100263,1
320,100345,1
192,100426,1
320,100508,1
64,100671,1
448,100834,1
448,100997,1
64,101160,1
448,101241,1
64,101323,1
448,101404,1
64,101486,1
320,101649,1
192,101812,1
192,101975,1
448,102138,1
448,102301,1
192,102464,1
320,102546,1
192,102627,1
64,102790,1
320,102872,1
64,102953,1
320,103035,1
64,103116,1
448,103279,1
64,103442,1
64,103605,1
448,103769,1
448,103932,1
192,104095,1
448,104176,1
192,104258,1
448,104339,1
192,104421,1
320,104584,1
192,104747,1
192,104910,1
448,105073,1
448,105236,1
192,105399,1
320,105480,1
192,105562,1
320,105644,1
192,105725,1
448,105888,1
64,106051,1
448,106214,1
64,106296,1
448,106377,1
64,106459,1
448,106540,1
192,106703,1
192,106866,5
320,107029,1
320,107192,1
64,107355,1
64,107519,1
448,107682,1
320,107790,1
192,107899,1
64,108008,5
320,108171,1
192,108334,1
192,108497,1
448,108660,1
192,108823,1
320,108986,1
320,109149,1
192,109312,1
448,109475,1
64,109638,1
64,109801,1
448,109964,1
320,110073,1
64,110182,1
448,110290,1
192,110399,1
64,110508,1
448,110616,1
320,110698,1
192,110779,1
64,110861,1
448,110942,1
320,111024,1
192,111105,1
64,111187,1
448,111269,1
320,111432,1
192,111595,1
448,111758,1
64,111921,1
192,112002,1
320,112084,1
448,112165,1
64,112247,1
192,112328,1
320,112410,1
448,112491,1
64,112573,1
192,112736,1
320,112899,1
64,113062,1
448,113225,1
320,113307,1
64,113388,1
192,113470,1
448,113551,1
320,113633,1
64,113714,1
192,113796,1
320,113877,1
448,114040,1
192,114203,1
448,114366,1
64,114529,1
192,114611,1
448,114692,1
320,114774,1
64,114855,1
192,114937,1
448,115019,1
320,115100,1
192,115182,1
64,115345,1
448,115508,1
64,115671,1
320,115834,1
320,115997,1
64,116486,1
448,116649,1
64,116812,1
192,116975,1
448,117138,1
320,117220,1
192,117301,1
64,117383,1
448,117464,1
320,117546,1
192,117627,1
64,117709,1
448,117790,1
320,117953,1
192,118116,1
448,118279,1
64,118442,1
192,118524,1
448,118605,1
320,118687,1
64,118769,1
192,118850,1
448,118932,1
320,119013,1
192,119095,1
64,119258,1
320,119421,1
64,119584,1
448,119747,1
320,119828,1
64,119910,1
